gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Cetn4	247	396	305	133	95	186	329	278	228	163	381	160
Gm43439	0	0	0	0	0	0	0	0	0	0	0	0
Bbs12	185	145	188	54	100	83	171	189	247	79	138	90
Gm12540	0	1	0	0	1	0	0	1	1	4	0	0
Fgf2os	3	14	11	3	1	13	14	3	0	6	17	7
Gm43488	0	1	2	1	2	0	1	0	0	0	3	4
Fgf2	1958	2532	1964	680	2173	1191	2393	1790	2026	1680	1285	1156
Gm42923	0	0	3	0	0	1	2	2	0	1	1	0
Nudt6	305	243	268	106	143	78	244	195	379	166	192	111
Spata5	777	874	904	1007	847	929	875	675	1056	1313	2168	958
Gm43484	0	0	7	3	10	0	0	11	6	2	0	0
Gm12564	0	0	0	0	0	0	0	0	0	0	0	0
Gm12565	131	124	119	129	223	160	131	157	172	198	269	133
4930594O21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm42922	8	6	17	2	17	4	19	7	15	11	0	9
Spry1	460	562	505	156	378	148	482	457	537	312	332	210
Gm43820	9	9	11	1	4	1	6	6	20	2	0	0
Gm43414	0	0	0	0	5	0	0	0	1	1	0	0
Gm5148	20	28	18	12	8	18	23	23	7	12	47	24
Rps23-ps1	967	989	955	1092	1498	1089	922	907	1232	1489	2128	984
Rpl31-ps15	9	1	7	5	8	3	1	2	9	11	5	4
Gm42921	0	0	0	0	0	0	0	0	0	0	0	0
Gm26404	0	0	0	0	0	0	0	0	0	0	0	0
Gm42752	1	2	8	2	1	0	0	4	11	0	0	0
Gm42753	0	0	0	0	0	0	0	0	0	0	0	0
Gm20755	0	1	0	0	0	0	0	2	0	0	0	0
Gm7799	0	0	0	0	2	0	0	1	1	0	0	1
Gm42751	0	0	0	0	0	0	0	0	0	0	0	0
Gm22899	0	0	0	0	0	0	0	0	0	0	0	0
Gm43821	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps10	13	22	21	36	28	23	15	25	24	24	57	30
5430434I15Rik	0	0	0	0	0	0	1	0	0	0	0	0
Gm2965	0	0	5	3	0	1	1	1	0	3	0	2
Gm25574	0	0	0	0	0	0	0	0	0	0	0	0
Gm42920	0	0	0	0	0	0	0	0	0	0	0	0
3830422I06Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm36823	0	0	0	0	0	2	0	0	0	0	0	0
Gm7815	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd50	3851	3669	3866	4443	7047	4420	3451	3215	5164	6152	8136	4771
Gm24462	0	0	0	0	0	0	0	0	0	0	0	0
Gm7824	0	0	0	0	0	0	0	0	0	0	0	0
Gm43538	0	0	0	0	0	0	0	0	0	0	0	0
C230034O21Rik	8	2	2	4	3	6	6	5	10	15	14	11
Fat4	384	408	330	312	932	332	363	313	531	526	438	407
Gm43539	1	0	0	0	0	0	0	0	0	0	0	0
Gm43308	0	0	0	0	0	0	0	0	0	0	0	0
Gm43008	8	3	14	6	10	9	4	4	11	8	20	10
Gm9845	40	28	39	35	59	42	33	24	37	64	101	46
n-R5s195	0	0	0	0	0	0	0	0	0	0	0	0
Gm42781	0	0	0	0	0	0	0	0	0	0	0	0
Gm23796	0	0	0	0	0	0	0	0	0	0	0	0
Gm23831	0	0	0	0	0	0	0	0	0	0	0	0
Gm42786	0	0	0	0	0	0	0	0	0	0	0	0
Gm42785	0	0	0	0	0	0	0	0	0	0	0	0
1700017G19Rik	0	2	2	0	0	0	0	0	0	0	0	0
Gm23810	0	0	0	0	0	0	0	0	0	0	0	0
Intu	949	1078	1013	436	460	403	1007	806	1131	675	1117	579
Gm16114	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a31	8	0	5	3	0	6	15	0	11	2	4	5
Hspa4l	1959	2119	1999	1998	2542	1905	2348	1708	2432	3483	5110	2790
Plk4	363	319	334	147	292	147	325	265	465	170	276	166
Mfsd8	576	675	658	347	373	336	711	602	777	511	851	414
Gm2011	194	220	228	47	58	32	286	228	305	63	85	53
Abhd18	234	311	261	110	123	103	300	310	358	167	261	143
Gm10731	0	0	0	0	0	0	0	0	0	0	0	0
Gm44136	3	15	3	5	4	0	9	4	9	2	5	9
Gm44524	3	3	3	1	1	0	2	4	2	0	2	4
6430590A07Rik	5	11	5	3	6	3	10	5	13	5	10	2
1700034I23Rik	0	0	0	0	0	0	0	0	0	1	3	2
Larp1b	1739	1749	1707	1487	1263	1456	1569	1277	1809	1992	3464	1605
Gm22043	0	2	1	2	0	1	1	2	2	0	0	1
Gm42436	1	1	4	3	3	0	4	0	3	1	0	3
Gm42437	8	2	1	1	1	0	2	3	2	1	3	2
Pgrmc2	5546	5234	4968	3524	3430	3237	4664	4161	5694	4412	7559	3573
Gm40038	0	0	0	0	0	0	0	0	0	0	0	0
Gm16508	4	0	0	0	0	0	0	0	2	0	0	0
1700052H01Rik	0	0	0	4	0	0	0	1	0	0	0	0
Gm25487	0	0	0	0	0	0	0	0	0	0	0	0
Gm40040	3	0	4	1	0	0	0	1	2	4	0	3
Platr4	1	2	0	0	2	0	5	1	3	0	1	0
Gm6069	0	0	0	0	0	0	0	0	0	0	0	0
2400006E01Rik	15	5	9	0	0	0	3	4	14	0	2	0
Jade1	5665	6365	6385	2124	2106	2085	5870	4719	6890	3091	5122	2675
Gm31266	17	23	16	3	3	2	10	11	14	0	12	2
Sclt1	586	647	596	238	333	238	626	514	695	376	567	331
Gm38047	0	0	0	0	2	0	0	0	0	0	0	1
D3Ertd751e	551	705	676	78	83	79	725	577	825	127	149	106
Gm37268	0	1	1	0	1	1	11	0	0	0	0	0
Gm7899	273	277	284	566	525	604	285	272	390	791	1315	497
Gm37348	0	1	0	1	2	3	0	0	1	0	2	0
Gm37846	0	0	0	0	0	0	0	0	0	0	0	0
Gm38274	0	0	0	0	0	0	0	0	0	0	0	0
Gm37533	0	0	0	0	0	0	0	0	0	0	0	0
Gm38044	0	0	0	0	0	0	0	0	0	0	0	0
Gm9723	0	0	0	0	0	0	0	0	0	0	0	0
Gm18865	0	0	0	0	0	0	0	0	0	0	0	0
Gm36976	3	0	4	0	0	0	0	0	0	0	0	0
Gm29739	6	1	2	2	2	1	0	6	1	1	7	1
Gm25714	0	0	0	0	0	0	0	0	0	0	0	0
Gm32175	0	0	0	0	0	0	0	0	0	0	0	0
Gm37746	0	0	0	0	0	0	0	0	0	0	0	0
Gm37365	0	0	0	0	0	0	0	0	0	0	0	0
Gm38128	0	0	0	0	0	0	0	0	0	0	0	0
Gm37597	0	0	0	0	0	0	0	0	0	0	0	0
Gm24997	0	0	0	0	0	0	0	0	0	0	0	0
Gm27989	0	0	0	0	0	0	0	0	0	0	0	0
Gm38124	0	2	2	1	1	0	0	3	0	0	5	0
5930409G06Rik	3	0	0	2	0	3	2	0	0	0	2	0
2610316D01Rik	1	5	0	1	1	1	0	0	1	1	2	1
Gm36996	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh10	16	20	15	63	53	54	21	9	32	35	90	63
1700027H10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm2136	0	0	0	1	0	0	0	0	1	0	4	0
Gm37345	0	0	0	0	0	0	0	0	0	0	0	0
Gm37835	3	1	1	1	1	0	2	0	1	0	2	0
Gm38166	16	47	60	24	22	21	46	36	48	32	20	36
Gm32340	2	1	0	0	1	0	1	1	0	0	0	0
Gm25796	0	0	0	0	0	0	0	0	0	0	0	0
Gm23337	0	0	0	0	0	0	0	0	0	0	0	0
Gm26081	0	0	0	0	0	0	0	0	0	0	0	0
Gm18843	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc4l	5	11	8	3	8	5	4	8	15	5	8	2
Gm37445	0	0	0	0	0	0	0	0	0	0	0	0
Mir6379	0	0	0	0	0	0	0	0	0	0	0	0
Gm10356	24	27	28	18	25	14	24	24	33	20	34	18
Gm5274	0	0	0	0	0	0	0	0	0	0	0	0
Gm23891	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps5	4	1	1	1	0	0	0	2	1	1	1	1
Gm10730	0	0	0	0	0	0	0	0	0	0	0	0
Gm2229	0	0	0	0	0	0	0	0	0	0	0	0
Gm7977	6	13	17	5	6	13	11	6	13	15	14	8
Gm37295	0	0	0	0	0	0	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm37190	0	0	0	0	0	0	0	0	0	0	0	0
Gm23511	0	0	0	0	0	0	0	0	0	0	0	0
Gm31415	0	0	0	0	0	0	0	0	0	0	0	0
Gm37819	0	0	0	0	0	0	0	1	0	0	0	0
Gm37684	0	0	0	0	0	0	0	0	0	0	0	0
Gm20557	0	0	0	0	0	0	0	0	0	0	0	0
Gm5846	220	197	194	188	179	155	183	187	261	225	401	192
Gm22480	0	0	0	0	0	0	0	0	0	0	0	0
Gm37424	0	0	0	0	0	0	0	0	0	0	0	0
Gm38261	11	8	8	2	11	9	9	12	13	10	12	4
Gm38088	0	0	0	0	0	0	0	0	0	0	0	0
Gm2328	0	0	0	0	0	0	0	0	0	0	0	0
Gm29741	0	0	1	0	0	0	1	0	1	2	0	2
Gm23096	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh18	139	131	112	71	257	70	130	110	157	112	116	97
Gm37550	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a11	886	944	897	8471	24844	9862	894	700	1314	17339	15685	10851
Gm37854	0	0	0	0	1	0	0	0	0	1	0	0
Gm37826	0	0	0	0	0	0	0	0	0	0	0	0
Gm37692	0	0	0	0	0	0	0	0	0	0	0	0
Gm2345	0	0	0	0	0	0	0	0	0	0	0	0
Gm37498	0	1	0	9	29	15	1	0	2	16	7	10
Gm6209	5	2	2	4	10	2	0	3	0	4	5	3
5830415G21Rik	0	1	1	3	2	1	0	0	6	1	1	0
Gm38237	0	0	0	0	0	0	0	0	0	0	0	0
Gm37199	1	0	0	1	0	0	1	1	0	3	1	0
Gm37461	0	0	0	0	0	0	0	0	0	0	0	0
Gm24503	0	0	0	0	0	0	0	0	0	0	0	0
Gm37548	0	0	0	0	0	0	0	0	0	0	0	1
Gm37843	0	0	0	1	3	0	0	0	0	0	0	1
Gm37209	0	0	0	0	0	0	0	0	0	0	0	0
Gm29230	0	0	0	0	0	0	0	0	0	0	0	0
Gm38246	0	0	0	0	0	0	0	0	0	0	0	0
Noct	750	957	894	699	1071	724	811	771	1097	1109	1272	804
Gm38357	4	12	11	3	32	2	27	21	10	10	16	4
Elf2	2818	2915	2666	1623	2293	1635	2744	2627	3676	2468	3530	2073
4930577N17Rik	74	86	89	34	35	32	71	71	92	49	94	28
Gm24282	0	0	0	0	0	0	0	0	0	0	0	0
Gm37399	0	0	0	0	2	0	0	1	0	1	2	0
Gm37203	3	0	0	0	0	0	0	0	1	0	0	0
Gm5103	0	7	2	0	2	0	4	14	5	4	0	0
Mgarp	110	142	42	123	208	139	95	210	209	242	177	99
Gm9442	20	8	9	2	4	4	7	3	19	1	5	4
Ndufc1	725	860	772	495	645	489	878	727	1067	705	1012	477
Naa15	2533	3429	3285	2062	2909	2184	3481	2852	4478	3259	4787	2645
Gm37646	0	0	2	2	1	1	0	0	1	0	0	0
Gm38160	6	19	11	5	10	3	10	8	11	5	23	3
Rab33b	1540	1756	1748	953	1026	856	1870	1389	2206	1310	1989	1112
Gm37968	21	20	17	0	6	2	14	14	16	5	1	5
Setd7	6048	5993	5328	4570	4829	4277	6211	5270	6998	6774	11002	5221
Gm38200	0	2	0	0	1	2	0	1	0	0	4	0
5031434O11Rik	418	539	442	148	93	143	276	426	451	192	442	136
Gm38334	0	0	0	0	0	0	0	0	0	0	0	0
5430433H01Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm38247	13	10	5	13	22	21	13	10	29	25	40	21
Mgst2	5	2	2	2	19	11	0	4	2	7	13	9
Gm37261	0	0	0	0	0	0	0	0	0	0	3	1
Maml3	2871	2957	2559	863	1039	914	2911	2333	3554	1435	2196	1163
Gm10729	0	0	0	0	0	0	0	0	0	0	0	0
Gm37342	3	0	0	0	2	1	3	2	1	0	0	2
Gm37229	0	0	0	3	0	1	1	0	2	4	3	3
n-R5s196	0	0	0	0	0	0	0	0	0	0	0	0
3110080O07Rik	1	0	0	0	0	0	2	1	2	0	0	0
Gm38000	0	0	0	0	0	0	0	0	0	0	0	0
Gm37675	0	0	0	0	0	0	0	0	0	1	0	0
Gm38252	0	1	0	0	1	0	0	3	0	0	0	0
Gm10728	0	0	0	0	3	0	2	1	0	0	2	0
Gm20089	0	0	0	0	0	0	0	0	0	0	0	0
Gm38055	0	0	1	0	1	0	1	1	1	0	0	0
Gm37526	0	1	0	0	1	0	0	0	0	0	0	0
Gm37465	0	1	2	1	1	0	0	0	1	0	8	1
C130089K02Rik	2	1	0	4	5	3	13	1	2	1	5	1
5430420F09Rik	0	1	1	0	1	0	0	1	0	0	0	1
Gm37202	0	0	0	0	0	0	0	0	0	0	0	0
Gm30074	34	48	52	2	5	1	48	36	42	13	8	2
Gm38132	0	0	0	0	0	0	0	0	0	0	0	0
Gm37170	23	17	24	8	2	4	19	29	20	5	6	4
Olfr1398-ps1	0	1	0	0	0	0	0	0	0	0	0	0
Foxo1	3282	3467	3223	1253	1920	1269	3831	3213	4227	1956	2833	1703
Gm20402	26	20	11	4	5	6	14	8	17	7	31	12
Gm38034	0	1	1	0	4	0	2	1	0	2	1	0
Gm38098	7	6	14	6	2	6	4	1	3	3	4	2
Gm30173	244	235	279	18	21	23	257	262	310	50	111	39
Gm10293	34	57	47	35	67	47	47	55	69	73	73	33
Gm22798	0	0	0	0	0	0	0	0	0	0	0	0
Gm2447	13	22	24	0	2	1	25	38	40	0	1	1
Gm30292	0	0	1	0	0	0	1	3	2	0	0	0
Gm20750	0	0	0	0	0	0	0	0	0	0	0	0
Gm37007	0	0	0	0	0	0	0	0	0	0	4	0
Cog6	3296	3901	3797	949	987	824	3744	2978	4314	1374	2312	1199
Gm42901	6	8	2	0	6	1	0	2	4	4	2	0
Lhfp	1145	1067	979	601	1415	625	939	926	1385	1073	926	620
Gm42898	0	0	0	0	0	0	0	0	0	0	0	0
Gm42899	0	0	0	0	0	0	0	0	0	0	0	0
C130075A20Rik	2	0	0	0	0	0	0	0	0	0	0	0
Gm43804	0	0	0	0	0	0	0	0	0	0	0	0
Gm43803	0	0	0	0	0	0	0	0	0	0	0	0
Gm43805	0	0	0	0	0	0	0	0	0	0	0	0
Gm43472	0	0	0	0	0	0	0	0	0	0	0	0
Gm43471	4	16	11	24	17	19	14	17	20	19	40	8
Nhlrc3	1214	1251	1294	1652	1547	1395	1238	1106	1587	2300	3625	1802
Gm16206	0	2	1	1	0	2	0	2	1	3	6	2
Proser1	1790	1588	1433	715	966	781	1388	1377	1960	1129	1771	1010
Stoml3	1	4	2	1	1	3	2	3	6	7	4	4
6430500D05Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm23675	0	0	0	0	0	0	0	0	0	0	1	0
Frem2	227	285	284	53	59	43	265	244	352	81	112	35
Gm6073	0	0	0	0	0	0	0	0	0	0	0	0
Gm6204	363	320	291	438	534	423	349	338	469	522	874	383
Gm30735	4	0	2	0	1	0	1	2	3	0	0	0
Gm10727	2	0	3	0	0	0	3	1	7	0	0	0
C820005J03Rik	43	49	57	2	0	0	73	50	65	3	4	0
Gm24851	0	0	0	0	0	0	0	0	0	0	0	0
Gm10985	0	0	0	0	0	0	0	0	0	0	0	0
Ufm1	5355	6492	6858	3331	3859	3257	6547	5158	7989	4967	7407	3527
Gm31026	0	0	0	0	0	0	0	0	0	0	0	0
Gm8109	1	3	3	5	3	3	3	0	4	0	4	4
Gm18018	0	0	0	0	0	0	0	0	0	0	0	0
Trpc4	170	178	166	26	30	27	211	186	236	94	72	37
Postn	3378	2629	2363	4850	10195	4113	2202	1983	3386	9180	7421	4325
Gm5641	4	2	6	3	2	4	5	3	1	7	6	8
Gm26678	0	0	0	0	0	0	0	0	0	0	0	0
B020017C02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Supt20	1940	1988	1902	938	1397	1049	1833	1829	2373	1314	2326	1309
Gm21958	1	4	2	0	3	0	2	1	0	0	0	2
Exosc8	609	573	616	320	572	358	552	571	766	472	780	430
Alg5	1779	1693	1725	1264	1723	1226	1585	1450	2282	1512	2444	1227
Smad9	124	183	143	32	74	45	297	122	272	83	111	75
Rfxap	821	812	804	550	832	571	780	740	979	836	1157	609
Gm10254	48	57	50	50	66	41	38	56	64	59	91	51
Sertm1	111	109	77	19	19	18	87	73	151	17	38	13
Ccna1	0	0	0	0	2	1	0	0	7	0	5	0
4931419H13Rik	0	0	0	0	1	0	0	0	0	0	0	0
Gm43555	4	6	1	1	0	1	1	7	8	1	3	0
Spg20	2108	2053	2087	1197	1652	1100	2181	1864	2896	1645	2153	1222
Ccdc169	22	20	22	4	6	5	19	30	19	4	21	5
Gm22029	0	0	0	0	0	0	0	0	0	0	0	0
Sohlh2	0	0	0	0	0	0	3	2	2	0	1	1
Dclk1	1129	1214	1159	589	2184	800	1009	1091	1636	1345	929	881
Gm25132	0	0	0	0	0	0	0	0	0	0	0	0
Gm19817	0	3	1	0	2	1	0	0	3	1	0	1
Gm42609	3	0	2	0	3	1	2	0	0	0	0	0
Gm21954	0	0	0	0	0	0	0	0	0	0	0	0
Gm42607	0	0	0	0	0	0	0	0	0	0	0	0
Gm42608	2	0	2	0	6	0	0	1	2	0	0	0
Gm25404	0	0	0	0	0	0	0	0	0	0	0	0
Gm43548	0	0	0	0	0	0	0	0	0	0	0	0
Gm43549	0	3	5	0	1	2	5	3	8	1	4	2
Nbea	4597	5404	4484	1445	2700	1515	6237	4735	6569	2588	3160	2288
Mab21l1	5	7	2	3	6	6	2	5	5	7	10	5
4933417G07Rik	0	0	1	1	1	0	0	0	0	0	0	0
Gm43376	2	1	0	1	0	0	1	0	2	0	0	0
Gm22784	0	0	0	0	0	0	0	0	1	0	0	1
Gm42840	0	0	1	1	0	0	0	0	0	2	5	0
Gm42842	0	0	0	0	0	0	0	0	0	0	0	0
Gm42841	6	2	0	1	4	9	0	3	2	1	0	0
Gm42843	0	1	0	0	4	0	1	0	0	0	1	0
Gm25727	0	0	0	0	0	0	0	0	0	0	0	0
Gm2622	1	0	0	0	2	1	0	0	0	1	0	2
Gm22269	0	0	0	0	0	0	0	0	0	0	0	0
Gm8177	25	17	15	14	19	12	20	15	31	19	48	21
Gm43424	0	3	4	1	4	3	2	1	6	1	4	4
Gm18660	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf1	1723	2002	1991	1145	3686	1586	1504	1562	2482	2061	1837	1530
Gm5276	129	128	114	172	198	157	137	156	196	204	341	150
Tm4sf4	11260	13904	14271	1891	2102	2005	12179	11255	15224	2281	3712	2062
Wwtr1	2648	2573	2626	1125	3223	1485	2366	2386	3597	2047	1927	1635
Gm16016	0	0	0	1	0	0	0	0	0	1	0	0
Gm26671	0	2	2	3	0	0	0	3	0	1	2	3
Mir6377	0	0	0	0	0	0	0	0	0	0	0	0
Gm43437	11	18	6	9	12	9	13	11	16	9	18	13
Commd2	520	586	604	433	700	418	624	552	833	623	776	451
BB187690	0	0	0	0	0	0	0	0	0	0	0	0
Ankub1	0	0	0	0	1	0	0	0	0	0	0	0
Gm43098	0	0	0	0	0	0	0	0	0	0	0	0
Gm6394	102	110	78	83	127	100	85	108	156	119	178	82
Rnf13	1552	1691	1676	1412	1811	1442	1719	1456	2142	1901	2924	1482
Gm9645	5	0	12	1	2	2	2	2	2	3	5	11
Gm17951	0	0	0	0	0	0	0	1	0	0	2	0
Pfn2	977	957	972	444	820	471	1124	924	1397	690	938	551
Gm24531	0	0	0	0	0	0	0	0	0	0	0	0
Gm42511	0	0	0	1	0	0	0	0	0	0	0	0
Gm40055	0	0	0	0	0	0	0	0	0	0	0	0
Gm18867	2	6	1	3	8	2	0	2	2	11	13	6
Gm42513	0	1	0	2	0	0	0	0	0	1	0	1
Gm5537	5	3	13	5	19	5	6	6	10	16	4	3
4921539H07Rik	0	0	0	1	0	0	0	0	1	0	0	0
1700007F19Rik	0	0	0	1	0	0	0	0	0	0	0	0
Gm26166	0	0	0	0	0	0	0	0	0	0	0	0
Gm43730	0	0	0	0	0	0	0	0	0	0	0	1
Gm20128	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d2	1640	1802	1684	1949	2291	1960	1799	1497	2214	2850	4088	2237
Serp1	12854	17413	17586	9474	10145	9209	15269	12487	18908	13087	20057	9327
Eif2a	2415	2505	2623	2159	2529	2233	2681	2289	3453	3204	5215	2336
6720482G16Rik	1	1	0	0	4	1	0	1	0	0	5	1
Selenot	12860	16988	16543	6105	7204	6200	14479	12259	18264	8864	11862	6522
Erich6	473	600	446	251	130	227	275	340	395	250	464	196
Gm8234	252	261	235	20	23	22	165	179	214	38	69	25
AU022133	3	0	5	3	2	0	1	2	4	1	0	1
Siah2	2432	2337	2109	1076	918	974	1798	1760	2245	1348	2053	1072
4930593A02Rik	10	14	7	4	3	8	2	10	7	12	18	5
A930028O11Rik	4	6	4	0	0	0	6	5	3	0	1	0
Mindy4b-ps	0	1	0	0	0	0	0	1	2	1	0	0
Clrn1	0	2	0	0	0	0	0	0	0	0	0	0
Gm22491	0	0	0	0	0	0	0	0	0	0	0	0
Gm25572	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps6	50	57	43	73	66	58	46	47	36	108	110	52
Gm27793	0	0	0	0	0	0	0	0	0	0	0	0
Gm43570	13	21	15	3	1	3	15	12	11	5	10	5
Med12l	1366	1621	1219	327	339	301	1442	1209	1656	446	812	429
Gpr171	2	3	1	3	31	2	2	4	4	15	7	5
P2ry14	62	31	32	33	75	59	80	56	95	74	76	53
Gpr87	0	0	0	0	0	0	0	0	0	0	0	0
P2ry13	36	38	33	19	33	20	20	36	42	35	41	14
P2ry12	157	210	170	21	32	4	207	171	226	27	31	19
Gm43589	2	0	0	0	0	1	0	0	0	0	0	0
Igsf10	126	118	104	30	93	31	72	73	109	31	18	24
Gm38186	2	2	5	2	5	0	1	7	8	3	0	1
Gm37715	0	0	0	0	0	0	0	0	0	0	0	0
Gm8276	184	246	229	944	982	939	186	188	244	1201	1999	881
Gm38288	0	0	0	0	0	0	0	0	0	0	0	0
Gm37771	0	0	0	0	0	0	0	0	0	0	0	0
Gm4856	0	0	0	0	0	0	0	0	0	0	0	0
Gm5709	9	4	3	0	0	0	6	6	3	3	2	1
Gm37926	0	0	0	0	0	0	0	1	0	0	0	0
Gm5538	0	0	0	0	0	0	0	0	0	0	0	0
Gm38208	1	0	0	0	0	0	0	0	0	0	1	1
Gm37579	1	2	1	1	3	0	1	1	2	1	2	1
Gm5539	17	19	17	22	36	28	13	29	28	45	35	29
4930449A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm2756	0	0	1	0	0	0	4	0	0	0	0	1
Gm8298	0	0	0	0	0	0	0	0	0	0	0	0
C130079G13Rik	0	0	0	0	0	0	0	0	0	1	0	0
Gm9696	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl2	0	0	0	0	0	0	0	4	0	0	0	0
Gm18427	0	0	0	0	0	0	0	0	0	0	0	0
Aadac	9	8	4	0	24	0	9	1	4	1	0	0
Sucnr1	5	13	6	1	0	0	25	12	4	0	0	0
Gm24382	0	0	0	0	0	0	0	0	0	0	0	0
Tgif1-ps	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	4083	4999	4696	2505	4007	2500	5200	4238	6192	3540	4950	3015
Gm37589	0	2	0	1	1	0	3	0	1	0	7	0
Gm37488	5	2	0	0	6	4	1	0	0	5	6	1
Gm38280	0	0	0	0	0	0	0	0	0	0	0	0
Gm33707	0	1	2	2	1	5	1	2	4	1	0	1
Gm38326	0	0	0	0	0	0	0	1	0	0	0	1
Gm36985	2	2	2	2	5	2	1	1	10	1	3	7
Gm8325	133	142	143	137	126	129	126	84	128	180	335	123
Gm37035	7	17	8	0	0	3	15	15	20	3	11	3
P2ry1	647	1022	963	157	129	150	1060	666	1047	283	377	194
Gm37719	0	0	0	0	0	0	0	0	0	0	0	0
Gm19901	0	0	0	0	0	0	0	0	0	0	0	0
Gm37696	0	8	4	3	7	7	1	1	1	4	4	7
Rap2b	692	699	698	888	1257	941	664	594	832	1306	1526	902
B430305J03Rik	21	15	7	17	18	9	13	7	15	26	19	23
Gm8349	8	6	4	4	9	8	3	13	14	5	12	14
Gm9700	0	0	0	0	0	0	0	0	0	0	0	0
Gm37404	0	1	0	0	0	0	0	0	0	0	0	0
9330121J05Rik	5	8	3	0	7	5	2	2	7	8	11	10
Arhgef26	194	175	137	58	193	109	180	174	265	129	134	111
Dhx36	2366	2800	2636	1507	1888	1506	2770	2395	3494	2242	3757	1976
Gpr149	0	0	0	0	0	0	0	0	0	0	0	0
Gm18382	3	1	4	0	3	1	2	2	3	0	0	0
Gm9701	20	40	40	40	50	41	26	44	43	52	130	36
Gm22433	0	0	0	0	0	0	0	0	0	0	0	0
Gm8388	95	89	73	425	417	450	83	68	131	425	736	390
Mme	4	5	6	12	60	13	12	8	52	16	9	22
Gm34240	0	0	0	0	0	0	0	0	0	0	0	0
Gm34302	0	0	0	0	0	0	0	0	0	0	0	0
Gm37279	0	0	0	0	0	0	0	0	0	0	0	0
Gm24946	0	0	0	0	0	0	0	0	0	0	0	0
Plch1	1018	1236	1096	188	515	274	1346	1017	1483	305	348	347
Gm23500	0	0	0	0	0	0	0	0	0	0	0	0
Gm16162	0	0	0	0	0	0	0	0	0	0	0	0
Gm16129	0	0	0	0	0	0	0	0	0	0	0	0
Gm34379	5	5	5	7	12	5	14	6	16	7	11	7
E130311K13Rik	272	289	315	171	172	172	294	279	358	233	381	147
Slc33a1	3886	4546	4603	1180	1245	1082	4356	3375	4717	1708	2593	1440
Gm26850	36	33	44	14	11	11	31	31	45	13	21	13
Gmps	3161	3852	3655	1980	2468	1888	3923	3264	4850	2787	4428	2181
Vmn2r-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r1	29	36	21	40	47	46	23	30	30	68	107	63
Gm22165	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r2	0	0	0	0	0	1	0	0	1	1	2	6
Gm5139	0	0	0	0	0	0	0	0	0	0	0	0
Gm18294	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r3	0	0	0	6	3	4	1	1	2	3	8	8
Gm23897	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	0	0	1	0	0	0	0	0	0	0	0	0
Vmn2r-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Gm20656	0	0	0	0	0	1	0	0	0	0	0	0
Vmn2r-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r5	0	0	0	1	0	0	0	0	0	2	0	0
Vmn2r6	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps9	0	0	0	0	0	1	0	0	0	0	0	0
Gm20657	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Gm26939	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r7	0	0	1	0	0	0	0	0	0	0	0	0
Vmn2r-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Gm25222	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps13	0	0	0	0	0	0	0	0	0	0	0	0
