gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Gm2622_ENSMUSG00000105113	0	0	0	0	0	0	0	0	0	0	4	1
Gm22269_ENSMUSG00000077190	0	0	0	0	0	0	0	0	0	0	0	0
Gm8177_ENSMUSG00000097366	11	4	8	5	4	2	9	3	10	5	17	6
Gm43424_ENSMUSG00000106286	0	1	0	0	0	0	0	0	0	1	0	0
Gm18660_ENSMUSG00000104534	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf1_ENSMUSG00000027800	2467	2872	2836	1627	5358	2251	2138	2280	3576	2912	2745	2236
Gm5276_ENSMUSG00000105452	4	6	4	10	7	12	6	8	10	8	14	5
Tm4sf4_ENSMUSG00000027801	15478	18944	19457	2518	2934	2839	16128	15320	20888	3073	5154	2762
Wwtr1_ENSMUSG00000027803	3599	3591	3658	1545	4555	2071	3323	3322	5157	2822	2616	2219
Gm16016_ENSMUSG00000083538	0	1	0	0	0	0	0	0	0	0	0	0
Gm26671_ENSMUSG00000097339	0	2	3	3	0	1	0	3	0	1	2	4
Mir6377_ENSMUSG00000098401	0	0	0	0	0	0	0	0	0	0	0	0
Gm43437_ENSMUSG00000104965	15	25	13	14	20	12	15	16	30	11	27	18
Commd2_ENSMUSG00000036513	740	869	816	573	970	606	839	776	1160	852	1090	607
BB187690_ENSMUSG00000105389	0	0	0	0	0	0	0	0	0	0	0	0
Ankub1_ENSMUSG00000074591	0	0	0	0	1	0	1	0	0	0	0	0
Gm43098_ENSMUSG00000106635	0	0	0	0	0	0	0	0	0	0	0	0
Gm6394_ENSMUSG00000104623	56	39	31	29	48	26	41	27	35	29	55	36
Rnf13_ENSMUSG00000036503	2167	2433	2410	2011	2557	2098	2392	2132	2990	2654	4331	2128
Gm9645_ENSMUSG00000106421	5	1	9	2	2	4	2	1	1	4	7	9
Gm17951_ENSMUSG00000106006	0	0	0	0	0	0	0	1	0	0	2	0
Pfn2_ENSMUSG00000027805	1371	1451	1425	658	1172	707	1598	1409	2064	997	1449	821
Gm24531_ENSMUSG00000088570	0	0	0	0	0	0	0	0	0	0	0	0
Gm42511_ENSMUSG00000104730	0	0	0	1	0	0	0	0	0	0	0	0
Gm40055_ENSMUSG00000105003	0	0	0	0	0	0	0	0	0	0	0	0
Gm18867_ENSMUSG00000106246	0	0	0	0	6	1	0	0	1	1	3	0
Gm42513_ENSMUSG00000105065	0	1	0	2	0	0	0	0	0	1	0	1
Gm5537_ENSMUSG00000069008	1	0	0	1	1	0	0	1	0	0	0	0
4921539H07Rik_ENSMUSG00000104586	0	0	0	1	0	0	0	0	1	0	0	0
1700007F19Rik_ENSMUSG00000100666	0	0	0	1	0	0	0	0	0	0	0	0
Gm26166_ENSMUSG00000065722	0	0	0	0	0	0	0	0	0	0	0	0
Gm43730_ENSMUSG00000106176	0	0	0	0	0	0	0	0	0	0	0	1
Gm20128_ENSMUSG00000105154	0	0	0	0	0	0	0	0	0	0	0	0
Tsc22d2_ENSMUSG00000027806	2171	2442	2275	2616	3145	2744	2471	2025	3028	3862	5713	3021
Serp1_ENSMUSG00000027808	17587	25624	25802	13480	14763	13466	21642	18280	27612	18648	29612	13497
Eif2a_ENSMUSG00000027810	3377	3455	3605	3016	3415	3147	3555	3164	4662	4289	7215	3229
6720482G16Rik_ENSMUSG00000106553	1	1	2	0	5	1	0	2	2	0	5	1
Selenot_ENSMUSG00000075700	17990	24736	24204	8644	10412	9114	20436	18082	26193	12555	17663	9473
Erich6_ENSMUSG00000070471	697	847	644	356	166	336	368	470	571	324	701	286
Gm8234_ENSMUSG00000105021	365	400	364	29	29	28	258	279	315	45	112	30
AU022133_ENSMUSG00000105336	2	0	6	1	0	0	0	1	4	1	0	2
Siah2_ENSMUSG00000036432	3371	3339	2936	1472	1274	1391	2458	2471	3162	1849	2988	1494
4930593A02Rik_ENSMUSG00000097725	12	18	10	5	6	15	4	14	12	16	19	7
A930028O11Rik_ENSMUSG00000105226	11	6	6	1	0	0	6	8	3	1	2	0
Mindy4b-ps_ENSMUSG00000101860	0	1	0	1	0	0	1	1	2	1	0	0
Clrn1_ENSMUSG00000043850	0	2	0	0	0	0	0	0	0	0	0	0
Gm22491_ENSMUSG00000087815	0	0	0	0	0	0	0	0	0	0	0	0
Gm25572_ENSMUSG00000088152	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps6_ENSMUSG00000059776	17	12	12	11	18	11	9	11	3	11	11	10
Gm27793_ENSMUSG00000099052	0	0	0	0	0	0	0	0	0	0	0	0
Gm43570_ENSMUSG00000105945	24	37	27	6	2	3	22	19	16	6	14	10
Med12l_ENSMUSG00000056476	1932	2263	1702	435	485	419	1948	1701	2217	624	1094	569
Gpr171_ENSMUSG00000050075	5	5	1	11	40	9	2	6	7	24	10	10
P2ry14_ENSMUSG00000036381	73	54	65	41	122	92	113	81	169	110	116	78
Gpr87_ENSMUSG00000051431	0	0	0	0	1	0	0	0	0	0	0	0
P2ry13_ENSMUSG00000036362	51	49	40	26	48	24	33	51	58	51	67	24
P2ry12_ENSMUSG00000036353	228	301	239	30	40	10	297	249	328	42	34	26
Gm43589_ENSMUSG00000104550	2	0	0	0	0	2	0	0	0	0	2	0
Igsf10_ENSMUSG00000036334	159	181	163	43	137	43	102	124	162	41	27	42
Gm38186_ENSMUSG00000103668	6	2	9	5	5	5	4	9	8	4	0	2
Gm37715_ENSMUSG00000102247	0	0	0	0	0	0	0	0	0	0	0	0
Gm8276_ENSMUSG00000102550	20	18	19	68	82	74	16	15	26	104	189	90
Gm38288_ENSMUSG00000103211	0	0	0	0	0	0	0	0	0	0	0	0
Gm37771_ENSMUSG00000104038	0	0	0	0	0	0	0	0	0	0	0	0
Gm4856_ENSMUSG00000103598	0	0	0	0	0	0	0	0	0	0	0	0
Gm5709_ENSMUSG00000095128	10	5	6	0	0	0	7	12	3	4	2	3
Gm37926_ENSMUSG00000102480	0	0	0	0	0	0	0	1	0	0	0	0
Gm5538_ENSMUSG00000090527	0	0	1	0	0	0	0	0	0	0	0	0
Gm38208_ENSMUSG00000104471	0	0	0	0	0	0	0	0	0	0	0	0
Gm37579_ENSMUSG00000102390	0	0	0	0	0	0	0	0	0	0	0	0
Gm5539_ENSMUSG00000103986	1	1	2	0	2	2	1	3	5	2	1	4
4930449A18Rik_ENSMUSG00000074589	0	0	0	0	0	0	0	0	0	0	0	0
Gm2756_ENSMUSG00000102757	0	0	0	0	0	0	0	0	0	0	0	0
Gm8298_ENSMUSG00000095522	0	0	0	0	0	0	0	0	0	0	0	0
C130079G13Rik_ENSMUSG00000036951	0	0	0	0	0	0	0	0	0	1	0	0
Gm9696_ENSMUSG00000070465	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl2_ENSMUSG00000091376	0	1	0	0	0	0	0	4	0	0	0	0
Gm18427_ENSMUSG00000103177	0	0	0	0	0	0	0	0	0	0	0	0
Aadac_ENSMUSG00000027761	9	12	9	0	35	0	12	1	5	1	0	0
Sucnr1_ENSMUSG00000027762	10	17	10	1	0	1	28	12	4	0	3	0
Gm24382_ENSMUSG00000084647	0	0	0	0	0	0	0	0	0	0	0	0
Tgif1-ps_ENSMUSG00000107270	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1_ENSMUSG00000027763	5832	7542	7065	3609	5914	3805	7560	6305	9205	5254	7482	4477
Gm37589_ENSMUSG00000104235	2	2	5	1	3	0	4	0	2	0	7	0
Gm37488_ENSMUSG00000104125	5	2	0	3	6	4	4	0	0	5	17	1
Gm38280_ENSMUSG00000104337	0	0	0	0	0	0	0	0	0	0	0	0
Gm33707_ENSMUSG00000102298	0	2	2	0	0	0	2	1	4	0	0	0
Gm38326_ENSMUSG00000103587	0	0	0	0	0	0	0	1	0	0	0	1
Gm36985_ENSMUSG00000102490	1	0	0	1	1	0	0	0	1	0	0	0
Gm8325_ENSMUSG00000027694	39	50	40	57	42	42	44	27	48	61	107	44
Gm37035_ENSMUSG00000102564	8	30	10	0	0	3	19	18	24	4	11	4
P2ry1_ENSMUSG00000027765	911	1435	1345	217	175	212	1461	940	1552	415	554	305
Gm37719_ENSMUSG00000102242	0	0	0	0	0	0	0	0	0	0	0	0
Gm19901_ENSMUSG00000102667	0	0	0	0	0	0	0	0	0	0	0	0
Gm37696_ENSMUSG00000103473	0	9	5	3	10	10	5	4	4	11	14	10
Rap2b_ENSMUSG00000036894	1047	999	1052	1330	1808	1380	984	868	1255	1877	2459	1365
B430305J03Rik_ENSMUSG00000053706	22	16	8	17	22	13	16	10	23	31	31	28
Gm8349_ENSMUSG00000098208	4	6	7	6	6	5	1	10	7	2	13	8
Gm9700_ENSMUSG00000104489	0	0	0	0	0	0	0	0	0	0	0	0
Gm37404_ENSMUSG00000103322	0	0	0	0	0	0	0	0	0	0	0	0
9330121J05Rik_ENSMUSG00000103502	9	8	4	2	8	5	2	2	8	8	11	10
Arhgef26_ENSMUSG00000036885	298	294	232	99	288	202	277	295	403	203	254	158
Dhx36_ENSMUSG00000027770	3149	3941	3760	2083	2632	2138	3795	3440	4876	3047	5237	2686
Gpr149_ENSMUSG00000043441	0	0	0	0	0	0	0	0	0	0	0	0
Gm18382_ENSMUSG00000103764	0	0	0	0	0	0	0	0	0	0	0	0
Gm9701_ENSMUSG00000063001	0	1	2	1	1	1	2	2	4	4	1	4
Gm22433_ENSMUSG00000089175	0	0	0	0	0	0	0	0	0	0	0	0
Gm8388_ENSMUSG00000102270	6	4	2	11	7	24	3	1	8	18	35	10
Mme_ENSMUSG00000027820	11	8	11	14	76	18	23	11	70	20	19	37
Gm34240_ENSMUSG00000104336	0	0	0	0	0	0	0	0	0	0	0	0
Gm34302_ENSMUSG00000103476	0	0	0	0	0	0	0	0	0	0	0	0
Gm37279_ENSMUSG00000102883	0	0	0	0	0	0	0	0	0	0	0	0
Gm24946_ENSMUSG00000088957	0	0	0	1	0	0	0	0	0	1	0	0
Plch1_ENSMUSG00000036834	1468	1693	1546	276	754	377	1792	1443	2058	412	513	445
Gm23500_ENSMUSG00000088360	0	0	0	0	0	0	0	0	0	0	0	0
Gm16162_ENSMUSG00000090131	0	0	0	0	0	0	0	0	0	0	0	0
Gm16129_ENSMUSG00000085290	0	0	0	0	0	0	0	0	0	0	0	0
Gm34379_ENSMUSG00000103905	5	1	0	0	0	1	1	0	3	0	1	0
E130311K13Rik_ENSMUSG00000048581	360	438	430	230	236	235	402	388	497	309	501	219
Slc33a1_ENSMUSG00000027822	5435	6541	6616	1730	1781	1632	6103	4871	6926	2399	3842	2079
Gm26850_ENSMUSG00000097724	47	40	52	14	14	11	37	35	61	13	28	14
Gmps_ENSMUSG00000027823	4357	5392	5051	2680	3498	2637	5271	4619	6712	3822	6298	3061
Vmn2r-ps3_ENSMUSG00000090303	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r1_ENSMUSG00000027824	41	51	38	67	64	67	37	38	56	89	156	97
Gm22165_ENSMUSG00000089039	0	0	0	0	0	0	0	0	1	0	0	0
Vmn2r2_ENSMUSG00000043897	0	0	0	0	1	1	0	0	0	2	2	3
Gm5139_ENSMUSG00000093447	0	0	0	1	1	2	0	0	0	0	0	1
Gm18294_ENSMUSG00000093416	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r3_ENSMUSG00000091572	0	0	0	7	4	4	1	1	2	3	15	8
Gm23897_ENSMUSG00000088735	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps4_ENSMUSG00000093503	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps5_ENSMUSG00000091967	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4_ENSMUSG00000092049	0	0	1	0	1	0	0	0	0	0	0	0
Vmn2r-ps6_ENSMUSG00000093395	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps7_ENSMUSG00000093546	0	0	0	0	0	0	0	0	0	0	0	0
Gm20656_ENSMUSG00000093671	0	0	0	0	0	2	2	0	1	0	2	0
Vmn2r-ps8_ENSMUSG00000094482	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r5_ENSMUSG00000068999	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r6_ENSMUSG00000090581	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps9_ENSMUSG00000093699	0	0	0	0	0	1	0	0	0	0	0	0
Gm20657_ENSMUSG00000093484	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps10_ENSMUSG00000095107	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps11_ENSMUSG00000093434	0	0	0	0	0	0	0	0	0	0	0	0
Gm26939_ENSMUSG00000097538	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r7_ENSMUSG00000062200	0	0	1	0	0	0	0	0	0	0	0	0
Vmn2r-ps12_ENSMUSG00000093474	0	0	0	0	0	0	0	0	0	0	0	0
Gm25222_ENSMUSG00000088824	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps13_ENSMUSG00000093767	0	0	0	0	0	0	0	0	0	0	0	0
AC113458.1_ENSMUSG00000102437	0	1	2	6	2	1	0	1	1	3	0	2
Kcnab1_ENSMUSG00000027827	67	93	95	47	103	46	76	88	106	89	95	51
A330015K06Rik_ENSMUSG00000104093	1	4	4	3	7	4	6	2	10	8	6	3
A730090N16Rik_ENSMUSG00000090120	3	6	5	3	5	2	1	2	5	8	13	2
Ssr3_ENSMUSG00000027828	20809	25158	26444	22105	27864	22120	23282	20232	30853	28895	46207	21581
Gm5540_ENSMUSG00000048916	29	24	16	12	10	4	14	13	25	8	15	1
Gm34780_ENSMUSG00000103513	1	0	1	0	0	0	0	0	2	0	2	0
Gm37009_ENSMUSG00000103880	2	6	7	9	3	4	4	5	2	9	13	3
4931440P22Rik_ENSMUSG00000074580	143	134	144	106	86	118	120	126	131	140	264	129
Gm22279_ENSMUSG00000087825	0	0	0	0	0	0	0	0	0	0	0	0
Tiparp_ENSMUSG00000034640	1042	1202	1086	1402	2050	1369	1060	1015	1539	2270	2968	1693
Gm5847_ENSMUSG00000082280	5	0	2	1	0	1	2	0	0	1	2	0
Gm38233_ENSMUSG00000103294	0	0	1	0	0	0	0	0	0	0	0	0
Mir8120_ENSMUSG00000098944	0	3	1	1	1	0	1	0	5	2	2	1
Lekr1_ENSMUSG00000074579	115	130	117	38	59	43	129	111	152	69	89	67
Gm37776_ENSMUSG00000104037	18	21	16	0	4	5	18	24	24	3	10	3
Gm25755_ENSMUSG00000065330	0	0	0	0	0	0	0	0	0	0	0	0
Gm37359_ENSMUSG00000103620	0	2	0	0	3	2	0	0	0	4	0	1
Gm37131_ENSMUSG00000103440	2	0	1	0	6	1	0	0	0	1	4	3
Gm37037_ENSMUSG00000102566	0	0	0	0	0	0	0	0	0	0	3	0
Ccnl1_ENSMUSG00000027829	2815	3043	2939	2830	3112	3464	2477	2797	3329	4025	8224	3787
Gm37305_ENSMUSG00000103041	437	427	431	335	449	363	403	430	572	417	753	377
Gm35106_ENSMUSG00000102914	0	0	0	1	0	1	1	0	0	0	0	2
Gm37078_ENSMUSG00000102652	2	3	1	3	1	2	1	3	2	2	12	2
Gm19024_ENSMUSG00000103641	0	0	0	0	0	0	0	0	0	0	0	0
Gm6546_ENSMUSG00000103369	0	0	0	0	0	0	0	0	0	0	0	0
Veph1_ENSMUSG00000027831	27	30	28	14	27	15	21	16	39	13	3	22
Gm37822_ENSMUSG00000104189	0	0	0	0	0	0	0	0	0	0	0	0
Gm26442_ENSMUSG00000064522	0	0	0	0	0	0	0	0	0	0	0	0
Gm36973_ENSMUSG00000104307	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs2_ENSMUSG00000097968	0	0	0	0	0	0	0	0	0	0	0	0
Gm37330_ENSMUSG00000103208	0	0	0	0	0	0	0	0	0	0	0	0
Ptx3_ENSMUSG00000027832	16	12	10	155	694	153	13	9	23	420	208	168
AC121797.1_ENSMUSG00000117623	0	0	0	0	0	0	0	0	0	0	0	0
Gm17952_ENSMUSG00000103600	0	0	0	0	0	0	0	0	0	0	0	0
Gm6555_ENSMUSG00000103700	0	0	0	0	0	0	0	0	0	0	0	0
Gm38356_ENSMUSG00000103318	0	0	0	0	0	0	0	0	0	0	0	0
Gm43516_ENSMUSG00000105794	0	0	0	0	0	0	0	0	0	0	0	0
Shox2_ENSMUSG00000027833	134	110	106	71	68	39	92	86	77	114	150	56
Rsrc1_ENSMUSG00000034544	2128	2236	2219	1217	1714	1204	2346	1961	2886	1702	2684	1397
Gm22295_ENSMUSG00000065245	0	1	0	2	1	0	1	0	0	1	3	1
Gm17402_ENSMUSG00000090408	0	0	0	0	0	0	0	0	0	0	0	0
Mlf1_ENSMUSG00000048416	33	45	36	22	59	19	41	28	62	36	29	31
Gfm1_ENSMUSG00000027774	2618	2608	2652	1584	2172	1694	2686	2151	3417	2351	3858	1843
Lxn_ENSMUSG00000047557	1041	991	1031	941	1620	1167	979	1112	1502	1637	2283	1144
Gm42568_ENSMUSG00000103703	6	4	5	0	0	0	4	2	4	2	7	2
Rarres1_ENSMUSG00000049404	3	6	0	3	2	1	3	1	8	1	13	3
Gm35299_ENSMUSG00000103718	0	0	0	0	0	0	0	0	0	0	0	0
4930402C01Rik_ENSMUSG00000104382	0	0	0	0	0	0	0	0	0	0	0	0
Gm25919_ENSMUSG00000077459	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd1_ENSMUSG00000027775	3463	3776	3682	3024	4211	2985	3927	3106	4848	4437	6610	3603
Gm8515_ENSMUSG00000103206	14	5	5	10	7	3	15	5	11	5	15	2
Gm412_ENSMUSG00000103606	0	0	0	0	0	0	0	0	0	0	0	0
Gm37601_ENSMUSG00000102746	0	0	0	0	0	0	0	0	0	0	0	0
Gm18717_ENSMUSG00000104477	0	0	0	0	0	0	0	0	0	0	0	0
Iqcj_ENSMUSG00000051777	0	0	0	0	0	0	0	0	0	0	0	0
Iqschfp_ENSMUSG00000102422	0	0	0	0	0	0	0	0	0	0	0	0
Schip1_ENSMUSG00000027777	66	52	59	24	49	25	53	41	63	35	58	29
Gm10292_ENSMUSG00000102846	0	0	0	0	0	0	0	0	0	0	0	0
Gm10723_ENSMUSG00000103345	0	0	0	0	0	0	0	0	0	0	0	0
Gm22073_ENSMUSG00000084617	0	0	0	0	0	0	0	0	0	0	0	0
Il12a_ENSMUSG00000027776	0	0	0	0	0	0	0	0	0	0	0	0
Gm10040_ENSMUSG00000058360	2	0	3	2	2	3	1	0	0	1	1	0
4930535E02Rik_ENSMUSG00000102677	0	0	0	0	0	0	0	0	0	0	0	0
Gm35584_ENSMUSG00000102936	0	0	0	0	0	0	0	0	0	0	0	0
Gm7270_ENSMUSG00000103218	0	0	0	0	0	0	0	0	0	0	0	0
Gm7270_ENSMUSG00000102853	0	0	0	0	0	0	0	0	0	0	0	0
Gm17641_ENSMUSG00000091272	0	0	1	6	2	3	0	0	0	7	17	14
1110032F04Rik_ENSMUSG00000046999	2	0	5	67	45	80	1	2	1	147	220	122
Ift80_ENSMUSG00000027778	1751	2029	1851	459	603	432	1876	1636	2184	580	1053	589
Gm20689_ENSMUSG00000093384	2	6	2	3	1	1	4	3	2	2	8	1
Gm20690_ENSMUSG00000103007	0	0	0	0	0	0	0	0	0	0	0	0
Gm20690_ENSMUSG00000093730	0	0	0	0	0	0	0	0	0	0	0	0
Gm18588_ENSMUSG00000093402	86	99	91	80	99	89	96	98	122	123	152	111
Gm20691_ENSMUSG00000093505	3	2	8	4	2	1	2	7	3	6	5	2
Gm48183_ENSMUSG00000111756	3	2	2	0	0	1	0	0	3	0	0	0
Smc4_ENSMUSG00000034349	1554	1895	1761	885	1487	933	1576	1507	2179	1230	2110	1127
Mir15b_ENSMUSG00000065580	0	0	0	0	0	0	0	0	0	0	0	0
Mir16-2_ENSMUSG00000065606	0	0	0	0	0	0	0	0	0	0	0	0
Trim59_ENSMUSG00000034317	220	251	238	73	227	78	235	180	357	145	127	112
Kpna4_ENSMUSG00000027782	3910	4545	4406	3682	6535	4253	4696	4041	6122	6256	8328	4492
Gm22009_ENSMUSG00000089417	28	25	41	14	39	19	25	12	18	23	39	12
Gm37558_ENSMUSG00000103094	0	0	3	2	5	1	2	2	4	2	3	1
Gm1647_ENSMUSG00000094763	0	1	0	0	0	0	1	1	0	2	0	0
Arl14_ENSMUSG00000098207	35	33	43	14	129	27	21	43	39	24	23	32
Ppm1l_ENSMUSG00000027784	8373	9500	8319	1617	2025	1688	10953	8358	11839	2716	4112	2461
Gm17214_ENSMUSG00000091315	0	0	0	0	0	1	2	1	0	0	1	1
Gm17212_ENSMUSG00000090941	0	0	0	0	1	0	0	0	0	0	0	0
Gm17213_ENSMUSG00000090743	0	0	0	0	0	0	0	0	0	0	0	0
Gm8565_ENSMUSG00000098006	11	6	8	7	6	10	7	10	6	8	11	6
B3galnt1_ENSMUSG00000043300	1919	2271	2056	465	458	525	1723	1713	2225	653	929	551
Gm37380_ENSMUSG00000102342	0	0	0	0	0	0	0	0	0	0	0	0
Gm25621_ENSMUSG00000087848	0	0	0	0	0	0	0	0	0	0	0	0
Rpl32-ps_ENSMUSG00000068969	3	0	0	0	5	5	1	0	0	2	6	0
Nmd3_ENSMUSG00000027787	1668	1868	1920	1575	1768	1591	1754	1667	2403	2378	3573	1684
Sptssb_ENSMUSG00000043461	2	6	7	24	201	30	14	13	15	17	40	7
Gm17895_ENSMUSG00000103549	0	0	0	0	0	0	0	0	0	0	0	0
Gm23484_ENSMUSG00000077366	0	0	0	0	0	0	0	0	0	0	0	0
Gm37784_ENSMUSG00000102525	1	3	0	0	0	1	3	0	2	1	0	0
Otol1_ENSMUSG00000027788	0	0	0	0	0	0	0	0	0	0	0	0
Gm37681_ENSMUSG00000103020	0	0	0	0	0	0	0	0	0	0	0	0
Gm37585_ENSMUSG00000103113	0	0	0	0	0	0	0	0	0	0	0	0
Gm23477_ENSMUSG00000089507	0	0	0	0	0	0	0	0	0	0	0	0
Gm6631_ENSMUSG00000102663	0	0	0	0	0	0	0	0	0	0	0	0
Gm37213_ENSMUSG00000104023	0	0	0	0	0	0	0	0	0	0	0	0
Gm10780_ENSMUSG00000074877	0	0	0	0	0	0	0	0	0	0	0	0
Gm6634_ENSMUSG00000097252	5	8	11	3	17	7	3	4	16	11	12	7
Gm8599_ENSMUSG00000102666	0	0	0	0	0	2	0	0	0	0	3	0
Gm38305_ENSMUSG00000103396	0	0	0	0	0	0	0	0	0	0	0	0
Gm19194_ENSMUSG00000103815	0	0	0	0	0	0	0	0	0	0	0	0
Gm8604_ENSMUSG00000098189	0	0	0	0	0	0	0	0	0	0	0	0
Gm37617_ENSMUSG00000103465	0	0	0	0	0	0	0	0	0	0	0	0
Gm3351_ENSMUSG00000103279	0	0	0	0	0	0	0	0	0	0	0	0
Gm37603_ENSMUSG00000103859	0	0	0	0	0	0	0	0	0	0	0	0
Gm27465_ENSMUSG00000098869	0	0	0	0	0	0	0	0	0	0	0	0
Gm37901_ENSMUSG00000103078	0	0	0	0	0	0	0	0	0	0	0	0
Gm22451_ENSMUSG00000084752	0	0	0	0	0	0	0	0	0	0	0	0
Sis_ENSMUSG00000027790	0	0	0	0	0	0	0	0	0	1	0	0
Gm37056_ENSMUSG00000102753	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk3_ENSMUSG00000048304	11	10	4	1	0	1	10	10	11	2	3	0
Gm20754_ENSMUSG00000103428	13	3	2	0	0	0	9	4	11	2	2	4
Gm24544_ENSMUSG00000077050	0	0	0	0	0	0	0	0	0	0	0	0
Gm37725_ENSMUSG00000102916	0	0	0	0	0	0	0	0	0	0	0	0
Gm22538_ENSMUSG00000088794	0	0	0	0	0	0	0	0	0	0	0	0
Gm38353_ENSMUSG00000102820	0	0	0	0	0	0	0	0	0	0	0	0
4930509J09Rik_ENSMUSG00000102362	0	0	0	0	0	0	0	0	0	0	0	0
Bche_ENSMUSG00000027792	51	64	90	24	69	47	83	59	150	39	34	40
Gm8625_ENSMUSG00000102859	0	0	0	0	0	0	0	0	0	0	0	0
Gm20356_ENSMUSG00000104096	0	0	0	0	0	0	0	0	0	0	0	0
Gm6098_ENSMUSG00000096400	0	0	0	0	0	0	0	0	0	0	0	0
Gm37050_ENSMUSG00000104227	0	0	0	0	0	0	0	0	0	0	0	0
Gm8643_ENSMUSG00000102809	0	0	0	0	0	0	0	0	0	0	0	0
Gm37464_ENSMUSG00000102420	0	0	0	0	0	0	0	0	0	0	0	0
Zbbx_ENSMUSG00000034151	0	1	2	1	1	0	0	0	1	4	0	0
Serpini2_ENSMUSG00000034139	13	7	11	3	2	17	16	5	19	10	19	11
Wdr49_ENSMUSG00000104301	58	74	88	10	7	12	129	79	241	21	48	18
Gm17836_ENSMUSG00000103444	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd10_ENSMUSG00000027835	1488	1891	1905	1803	2508	1938	1877	1682	2254	2701	3978	1930
Serpini1_ENSMUSG00000027834	1693	2153	2186	1211	1096	1180	2351	1876	2646	1931	2775	1205
Gm37672_ENSMUSG00000102625	0	1	0	2	1	2	1	3	1	2	2	1
Platr10_ENSMUSG00000099370	0	1	0	0	0	0	0	0	0	0	2	1
Gm37193_ENSMUSG00000102188	0	0	0	0	0	0	0	0	0	0	0	0
Gm25846_ENSMUSG00000088638	0	0	0	0	0	0	0	0	0	0	0	0
Gm29133_ENSMUSG00000100962	0	0	1	1	0	0	0	0	1	0	0	0
Golim4_ENSMUSG00000034109	12071	12790	12372	4459	7212	4604	13518	10864	16011	7262	10202	6510
Gm37685_ENSMUSG00000103024	0	1	1	0	0	0	0	0	0	0	0	0
Gm37256_ENSMUSG00000104448	4	12	7	1	11	3	8	5	12	5	19	3
Gm18428_ENSMUSG00000104223	0	0	0	0	0	0	0	0	0	0	0	0
Fstl5_ENSMUSG00000034098	140	188	194	70	77	38	266	201	243	98	110	77
Gm37897_ENSMUSG00000103920	0	0	0	0	0	0	0	0	0	0	0	0
Gm37290_ENSMUSG00000103702	0	0	0	0	0	0	0	0	0	0	0	0
Gm19231_ENSMUSG00000102216	0	0	0	0	0	0	0	0	0	0	0	0
Gm23644_ENSMUSG00000088481	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3a-ps1_ENSMUSG00000102489	0	0	0	0	0	0	0	0	0	0	0	0
Gm37806_ENSMUSG00000103849	0	0	0	0	0	0	0	0	0	0	0	0
Gm38195_ENSMUSG00000102872	0	0	0	0	0	0	0	0	0	0	0	0
Gm37576_ENSMUSG00000102393	0	0	0	0	0	0	0	0	0	0	0	0
Gm18719_ENSMUSG00000105026	0	0	0	0	0	0	0	0	0	0	0	0
Gm6677_ENSMUSG00000103312	4	5	1	1	4	1	3	1	3	3	3	5
Gm8684_ENSMUSG00000102637	0	0	0	0	0	0	0	0	0	0	0	0
Gm6680_ENSMUSG00000103817	0	0	0	0	0	0	0	0	0	0	0	0
Gm43326_ENSMUSG00000104782	0	0	0	0	0	0	0	0	0	0	0	0
Gm15442_ENSMUSG00000084370	1	0	0	0	0	0	1	0	2	2	0	0
Gm18952_ENSMUSG00000102341	0	0	0	0	0	0	0	0	0	0	0	0
Gm24749_ENSMUSG00000088463	0	0	0	0	0	0	0	0	0	0	0	0
Gm17953_ENSMUSG00000102438	0	0	0	0	0	0	0	0	0	0	0	0
Gm5277_ENSMUSG00000091361	0	0	0	0	0	0	0	0	0	0	0	0
Gm10291_ENSMUSG00000070443	11	13	9	12	16	18	10	6	10	19	25	8
Gm9762_ENSMUSG00000037096	235	223	189	207	255	243	171	186	235	308	459	226
