gene	KO_1_NonTreatment	KO_2_NonTreatment	KO_3_NonTreatment	KO_4_CytokineTreatment	KO_5_CytokineTreatment	KO_6_CytokineTreatment	WT_1_NonTreatment	WT_2_NonTreatment	WT_3_NonTreatment	WT_4_CytokineTreatment	WT_5_CytokineTreatment	WT_6_CytokineTreatment
Gm26148_ENSMUSG00000088055	0	0	0	0	0	0	0	0	0	0	0	0
Decr1_ENSMUSG00000028223	1007	884	883	437	726	499	959	789	1248	590	845	475
Mir6400_ENSMUSG00000098929	0	0	0	0	0	0	1	0	0	0	0	0
Nbn_ENSMUSG00000028224	1031	1092	1088	941	970	889	1095	947	1337	1472	2294	1031
Gm11869_ENSMUSG00000084190	0	0	0	0	0	0	0	0	0	0	0	0
Osgin2_ENSMUSG00000041153	510	507	519	572	665	583	533	416	674	877	1408	805
Gm11870_ENSMUSG00000084408	5	10	6	4	19	10	5	12	3	19	39	10
Gm11874_ENSMUSG00000081679	4	3	8	7	10	7	3	2	0	11	32	11
Ripk2_ENSMUSG00000041135	629	650	657	4167	3817	4001	641	554	820	6375	10457	4952
Gm22690_ENSMUSG00000092795	0	0	0	2	0	2	0	0	1	3	6	1
A530072M11Rik_ENSMUSG00000085112	42	89	83	86	79	78	106	75	84	91	153	68
Gm11865_ENSMUSG00000083725	8	1	0	1	2	2	1	1	4	3	0	3
Gm37355_ENSMUSG00000103595	0	0	0	0	0	0	0	0	0	1	0	0
Gm11864_ENSMUSG00000080065	0	0	0	0	0	0	0	0	0	0	0	0
Gm11861_ENSMUSG00000086072	0	0	0	0	0	0	1	0	0	0	0	0
Gm24978_ENSMUSG00000096423	1	0	0	0	0	0	0	0	0	1	0	0
Gm11862_ENSMUSG00000083229	0	0	0	0	0	0	0	0	0	0	0	0
Gm23975_ENSMUSG00000064619	0	0	0	0	0	0	0	0	0	0	0	0
Gm11848_ENSMUSG00000082994	0	0	0	0	0	0	0	0	0	0	0	0
Gm11850_ENSMUSG00000082552	0	0	0	0	0	0	0	0	0	0	0	0
Gm11849_ENSMUSG00000083572	0	0	0	0	0	0	0	0	0	0	0	0
Gm23384_ENSMUSG00000089218	0	0	0	0	0	0	0	0	0	0	0	0
Gm11851_ENSMUSG00000085478	1	0	0	0	0	0	0	2	0	1	0	0
Mmp16_ENSMUSG00000028226	87	123	70	14	36	23	51	67	101	31	38	19
Gm11860_ENSMUSG00000083387	0	0	0	0	0	0	0	0	0	0	0	0
Gm11852_ENSMUSG00000083150	3	1	3	0	5	2	1	2	4	3	8	1
Gm11867_ENSMUSG00000087402	0	0	0	0	0	0	0	0	0	0	0	0
Gm11854_ENSMUSG00000080919	0	0	0	0	0	0	0	0	0	0	0	0
Gm11853_ENSMUSG00000083660	0	0	0	0	0	0	0	0	0	0	0	0
Gm25971_ENSMUSG00000089578	0	0	0	0	0	0	0	0	0	0	0	0
Gm24419_ENSMUSG00000088500	0	0	0	0	0	0	0	0	0	0	0	0
Gm11868_ENSMUSG00000050550	87	96	89	89	124	101	127	98	143	144	206	120
Cnbd1_ENSMUSG00000073991	0	0	0	0	0	0	0	0	0	0	0	0
Gm12392_ENSMUSG00000083005	0	0	0	0	0	0	0	0	0	0	0	0
Gm12393_ENSMUSG00000083105	0	0	0	0	0	0	0	0	0	0	0	0
Cngb3_ENSMUSG00000056494	18	7	4	1	0	2	6	1	8	1	3	1
Gm11877_ENSMUSG00000082320	5	9	5	2	3	1	9	1	3	1	7	3
Gm25655_ENSMUSG00000089090	0	0	0	0	0	0	0	0	0	0	0	0
Cpne3_ENSMUSG00000028228	2062	2569	2472	1616	2292	1540	2442	1970	3122	2442	3322	2068
Rmdn1_ENSMUSG00000028229	155	176	181	78	97	96	179	143	216	149	218	111
Gm12353_ENSMUSG00000078772	0	3	4	0	0	0	4	3	2	0	2	0
Wwp1_ENSMUSG00000041058	971	958	989	608	1167	621	945	773	1258	938	1353	792
Gm12354_ENSMUSG00000086071	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a13_ENSMUSG00000041052	0	0	0	0	0	0	0	0	0	1	0	0
Atp6v0d2_ENSMUSG00000028238	26	24	20	84	88	67	11	7	22	119	95	51
4930480G23Rik_ENSMUSG00000086332	0	1	0	1	1	0	0	0	0	0	0	1
Ttpa_ENSMUSG00000073988	3	15	13	1	13	7	13	15	11	5	2	4
4930598A11Rik_ENSMUSG00000097005	0	0	0	0	0	0	0	0	0	0	0	0
Ggh_ENSMUSG00000073987	999	1111	1301	670	1038	841	1264	1024	1653	870	1284	599
Nkain3_ENSMUSG00000055761	8	3	21	0	7	3	12	7	3	1	3	3
Gm11872_ENSMUSG00000086017	0	0	0	0	0	0	0	0	0	0	0	0
Gm11873_ENSMUSG00000081964	0	0	0	0	0	0	0	0	0	0	0	0
Gm11871_ENSMUSG00000083315	0	0	0	0	0	0	0	0	0	0	0	0
Gm22817_ENSMUSG00000088073	0	0	0	0	0	0	0	0	0	0	0	0
Gm25977_ENSMUSG00000089322	0	0	0	0	0	0	0	0	0	0	0	0
Gm11875_ENSMUSG00000083654	0	0	0	0	0	0	0	0	0	0	0	0
Gm11876_ENSMUSG00000082672	0	0	0	0	0	0	0	0	0	0	0	0
Prdm13_ENSMUSG00000040478	0	0	0	0	0	0	0	0	0	0	0	1
Ccnc_ENSMUSG00000028252	752	1087	1187	495	651	483	1131	911	1270	776	981	574
Tstd3_ENSMUSG00000028251	388	451	391	163	252	163	358	319	474	268	301	215
Usp45_ENSMUSG00000040455	2303	2681	2383	1103	1576	1098	2338	1862	2714	1681	2285	1339
Pnisr_ENSMUSG00000028248	4710	5222	4291	973	1496	1201	3682	4270	5009	1527	2828	1760
Coq3_ENSMUSG00000028247	333	288	297	210	303	282	314	275	449	338	484	236
Faxc_ENSMUSG00000028246	1202	1236	1155	486	521	461	1327	902	1423	773	1000	581
Gm11885_ENSMUSG00000080997	0	0	0	0	0	0	0	0	0	0	0	0
Gm11880_ENSMUSG00000082490	0	0	0	0	0	0	0	0	0	0	0	0
Gm11882_ENSMUSG00000083376	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl4_ENSMUSG00000040410	970	1021	1103	613	661	601	1002	928	1246	810	1198	688
Gm24607_ENSMUSG00000077561	0	0	0	0	0	0	0	0	0	0	0	0
Gm37900_ENSMUSG00000103000	6	0	2	2	5	0	3	2	0	1	5	1
Pou3f2_ENSMUSG00000095139	0	0	0	0	0	0	0	0	0	2	0	0
Gm30731_ENSMUSG00000107859	0	0	0	0	0	0	0	0	0	0	0	0
Gm11878_ENSMUSG00000081810	188	223	197	209	310	216	200	174	230	277	444	261
Gm11881_ENSMUSG00000083514	0	0	0	0	0	0	0	0	0	0	0	0
Gm11879_ENSMUSG00000080762	0	0	0	0	0	0	0	0	0	0	0	0
Gm24078_ENSMUSG00000088809	0	0	0	0	0	0	0	0	0	0	0	0
1700025O08Rik_ENSMUSG00000028244	0	0	0	0	0	0	0	0	0	0	0	0
Gm11884_ENSMUSG00000087098	0	0	0	0	0	0	0	0	0	0	0	0
Gm11888_ENSMUSG00000083785	0	0	0	0	0	0	0	0	0	0	0	0
Gm11889_ENSMUSG00000082876	236	237	257	168	213	226	189	182	245	232	454	213
Gm25978_ENSMUSG00000089323	0	0	0	0	0	0	0	0	0	0	0	0
Gm11890_ENSMUSG00000084179	0	0	0	0	0	0	0	0	0	0	0	0
Gm28448_ENSMUSG00000100395	0	0	0	0	0	0	0	0	0	0	0	0
Gm11892_ENSMUSG00000083154	9	11	2	13	19	13	5	8	6	25	35	4
Gm11891_ENSMUSG00000081148	0	0	0	0	0	0	0	0	0	0	0	0
Gm27243_ENSMUSG00000099150	0	0	0	0	0	0	0	0	0	0	0	0
Mms22l_ENSMUSG00000045751	190	207	167	66	186	58	180	154	255	87	119	97
Klhl32_ENSMUSG00000040387	2168	2483	2341	726	482	650	2831	1992	3274	1144	2075	1084
Gm11899_ENSMUSG00000087399	4	5	5	2	1	0	10	2	3	0	0	4
Ndufaf4_ENSMUSG00000028261	512	626	669	502	526	464	644	564	849	707	1180	591
C230012O17Rik_ENSMUSG00000046219	27	25	19	5	3	5	20	23	24	6	27	9
Gpr63_ENSMUSG00000040372	90	92	83	60	87	52	119	71	126	103	138	90
Gm11906_ENSMUSG00000085885	6	9	3	1	4	8	11	4	2	4	8	8
Fhl5_ENSMUSG00000028259	3	7	2	2	5	0	0	1	3	1	3	1
Ufl1_ENSMUSG00000040359	4008	4477	4390	2851	2847	2680	4502	3669	5354	3862	6891	3040
Prdx6-ps2_ENSMUSG00000083737	0	0	0	0	0	0	0	1	0	0	0	0
Gm11897_ENSMUSG00000081786	0	0	0	0	0	0	0	0	0	0	0	0
Gm11894_ENSMUSG00000082451	0	0	0	0	0	0	0	0	2	0	0	0
Gm25975_ENSMUSG00000089327	0	0	0	0	0	0	0	0	0	0	0	0
Gm11896_ENSMUSG00000081369	0	0	0	0	0	0	0	0	0	0	0	0
Gm11893_ENSMUSG00000081789	118	145	128	76	132	101	108	108	142	157	256	137
Gm24977_ENSMUSG00000065040	0	0	0	0	0	0	0	0	0	0	0	0
Fut9_ENSMUSG00000055373	0	0	0	0	1	0	0	0	0	0	0	1
Gm24042_ENSMUSG00000065048	0	0	0	0	0	0	0	0	0	0	0	0
Gm11898_ENSMUSG00000083835	0	0	0	0	0	0	0	0	0	0	0	0
Gm26067_ENSMUSG00000076977	0	0	0	0	0	0	0	0	0	0	0	0
Gm11895_ENSMUSG00000084018	0	0	0	0	0	0	0	0	0	0	0	0
Gm24965_ENSMUSG00000088547	0	0	0	0	0	0	0	0	0	0	0	0
Manea_ENSMUSG00000040520	961	1162	1136	824	1171	953	1254	940	1441	1414	1950	1086
Bhmt-ps1_ENSMUSG00000096105	0	0	0	0	0	0	0	0	0	0	3	0
Gm11903_ENSMUSG00000082573	0	0	0	0	0	0	0	0	0	0	0	0
Gng2-ps1_ENSMUSG00000081985	0	0	0	0	0	0	0	1	0	0	0	0
Gm11905_ENSMUSG00000082138	0	0	0	0	0	0	0	0	0	0	0	0
4930548K13Rik_ENSMUSG00000086257	0	0	0	0	0	0	0	0	0	0	0	0
Gm11904_ENSMUSG00000083447	0	0	0	0	0	0	0	0	0	0	0	0
Gm11902_ENSMUSG00000080958	0	2	1	0	3	1	4	0	8	0	0	2
Gm11901_ENSMUSG00000084163	0	0	0	0	0	0	0	0	0	0	0	0
Gm25173_ENSMUSG00000095003	0	0	0	0	0	0	0	0	0	0	0	0
Gm11914_ENSMUSG00000082674	82	91	90	47	52	44	88	65	100	58	81	58
Tpm3-rs2_ENSMUSG00000080175	0	0	0	0	0	1	0	0	0	0	0	0
Gm11911_ENSMUSG00000082977	0	0	0	0	0	0	0	0	0	0	0	0
Gm11907_ENSMUSG00000082703	0	0	0	0	0	0	0	0	0	0	0	0
Gm25378_ENSMUSG00000077521	0	0	0	0	0	0	0	0	0	0	0	0
Gm11908_ENSMUSG00000082359	0	0	0	0	0	0	0	0	0	0	0	0
Gm11909_ENSMUSG00000081579	0	0	0	0	0	0	0	0	0	0	0	0
Gm11910_ENSMUSG00000084073	0	0	0	0	0	0	0	0	0	0	0	0
Gm11912_ENSMUSG00000083214	0	0	0	0	0	0	0	0	0	0	0	0
Gm11913_ENSMUSG00000081011	0	0	0	0	0	0	0	0	0	0	0	0
Epha7_ENSMUSG00000028289	370	347	290	58	54	47	310	293	383	93	152	69
Gm11915_ENSMUSG00000086774	44	31	28	5	1	1	34	31	36	6	13	3
Gm11917_ENSMUSG00000087316	0	0	0	0	0	0	0	0	0	0	0	0
Gm11916_ENSMUSG00000086339	0	0	0	0	0	0	0	0	0	0	0	0
Gm11918_ENSMUSG00000080911	0	0	0	0	0	0	0	0	0	0	0	0
Gm11919_ENSMUSG00000082486	0	0	0	0	0	0	0	0	0	0	0	0
Gm11923_ENSMUSG00000082058	0	0	0	0	0	0	0	0	0	0	0	0
Gm11925_ENSMUSG00000080771	0	0	0	0	0	0	0	0	0	0	0	0
Gm11924_ENSMUSG00000087180	0	0	0	0	0	0	0	0	0	0	0	0
4930556G01Rik_ENSMUSG00000085522	0	0	0	0	0	0	0	0	0	0	0	0
Gm22831_ENSMUSG00000093947	0	0	0	0	0	0	0	0	0	0	0	0
Gm11920_ENSMUSG00000082949	0	0	0	0	0	0	0	0	0	0	0	0
Gm25705_ENSMUSG00000065053	0	0	0	0	0	0	0	0	0	0	0	0
Gm11922_ENSMUSG00000082254	0	0	0	0	0	0	0	0	0	0	0	0
Map3k7_ENSMUSG00000028284	3797	3999	3959	1716	2477	1814	4163	3407	5126	2655	3753	2126
Gm11926_ENSMUSG00000084201	0	0	0	0	0	0	0	0	0	0	0	0
Gm26254_ENSMUSG00000084440	0	0	0	0	0	0	0	0	0	0	0	0
Gm11927_ENSMUSG00000082398	2	5	11	6	4	4	5	3	7	9	13	5
Gm11928_ENSMUSG00000083872	0	0	0	0	0	0	0	0	0	0	0	0
Gm11929_ENSMUSG00000083564	0	0	0	0	0	0	0	0	0	0	0	0
Bach2_ENSMUSG00000040270	101	84	68	28	68	54	97	63	130	72	70	51
Bach2it1_ENSMUSG00000087049	0	1	1	1	0	0	0	0	0	2	0	4
Gm24371_ENSMUSG00000084611	0	0	0	0	0	0	0	0	0	0	0	0
Bach2os_ENSMUSG00000086150	20	13	7	4	7	5	9	14	23	6	4	1
Gja10_ENSMUSG00000051056	1	1	0	1	0	0	0	0	1	0	1	1
Gm11933_ENSMUSG00000081879	0	0	0	0	0	0	0	0	0	0	0	0
Casp8ap2_ENSMUSG00000028282	867	1011	844	508	934	584	927	839	1190	800	1210	712
Gm11936_ENSMUSG00000081592	0	0	0	0	0	0	0	0	0	0	0	0
Mdn1_ENSMUSG00000058006	1254	1490	1214	781	1774	829	1579	1335	1789	1072	1698	1033
Lyrm2_ENSMUSG00000045854	515	608	600	269	339	277	655	469	771	429	617	356
Ankrd6_ENSMUSG00000040183	313	334	323	95	135	100	349	301	481	120	229	112
Gm11941_ENSMUSG00000083565	0	0	0	0	0	0	0	0	0	0	0	0
Gm11942_ENSMUSG00000094344	1415	1167	1061	1329	1958	1307	1099	1104	1729	1742	2690	1362
Rragd_ENSMUSG00000028278	2472	2768	2738	3293	2344	2904	2919	2310	3495	4187	7783	3625
Gm11943_ENSMUSG00000081025	0	0	0	0	0	0	0	0	0	0	0	0
4933421O10Rik_ENSMUSG00000085037	1155	1292	1182	373	396	338	1133	991	1348	598	1081	484
Ube2j1_ENSMUSG00000028277	4491	4770	4917	4150	4689	3908	5274	4334	6477	5612	8627	4052
Gm11931_ENSMUSG00000082851	0	0	0	0	0	0	0	0	0	0	0	0
Gabrr2_ENSMUSG00000023267	0	2	2	0	2	4	0	1	1	1	3	2
Gabrr1_ENSMUSG00000028280	0	0	0	0	0	1	0	0	0	4	2	0
Pm20d2_ENSMUSG00000054659	221	221	177	68	65	64	243	181	285	90	159	89
Gm11930_ENSMUSG00000083887	0	1	1	0	0	0	0	1	2	2	3	0
Srsf12_ENSMUSG00000054679	81	85	73	59	48	46	76	72	99	93	108	74
Pnrc1_ENSMUSG00000040128	3244	3352	3002	5753	5142	5777	3084	3096	4226	6462	11743	5172
Gm11934_ENSMUSG00000086127	3	14	4	2	1	1	5	19	5	0	3	3
Rngtt_ENSMUSG00000028274	754	893	815	648	768	556	900	738	1141	915	1324	667
Mir8118_ENSMUSG00000098310	0	0	0	0	0	0	1	0	0	0	0	0
Gm11935_ENSMUSG00000081206	0	0	0	0	0	0	0	0	0	0	0	0
Gm23304_ENSMUSG00000096184	0	0	0	0	0	0	0	0	0	0	0	0
Gm24341_ENSMUSG00000077397	0	0	0	0	0	0	0	0	0	0	0	0
Cnr1_ENSMUSG00000044288	256	286	243	139	116	138	399	329	498	236	375	227
Gm22010_ENSMUSG00000089414	0	0	0	0	0	0	0	0	0	0	0	0
Spaca1_ENSMUSG00000028264	40	26	56	24	9	13	55	31	48	25	36	15
Gm25623_ENSMUSG00000087841	0	0	0	0	0	0	0	0	0	0	0	0
Gm12753_ENSMUSG00000087602	0	0	1	0	0	0	1	0	0	1	0	0
Gm12751_ENSMUSG00000062554	16	13	20	19	30	25	34	17	25	34	48	14
Gm12752_ENSMUSG00000081384	0	0	0	0	0	0	0	0	0	0	0	0
Gm12754_ENSMUSG00000082649	0	0	0	0	0	0	0	0	0	0	0	0
Gm23466_ENSMUSG00000087758	0	0	0	0	0	0	0	0	0	0	0	0
Gm12351_ENSMUSG00000084119	0	0	0	0	0	0	0	0	0	0	0	0
Gm12350_ENSMUSG00000095588	140	190	166	149	187	176	207	142	240	197	372	172
Akirin2_ENSMUSG00000028291	1046	1094	1223	1129	1256	1144	1308	1104	1500	1533	2272	1166
Orc3_ENSMUSG00000040044	1646	1944	1853	1103	1176	1062	1904	1592	2302	1461	2475	1358
Rars2_ENSMUSG00000028292	1263	1459	1525	542	513	535	1489	1284	1793	843	1221	636
Slc35a1_ENSMUSG00000028293	824	1118	1029	442	598	413	1030	939	1313	527	796	529
Gm22849_ENSMUSG00000088338	0	0	0	0	1	0	0	0	1	0	0	0
Cfap206_ENSMUSG00000028294	28	30	33	6	13	12	19	21	32	1	21	14
Gm136_ENSMUSG00000071015	0	0	0	1	1	0	0	0	0	3	4	1
Smim8_ENSMUSG00000028295	478	458	500	350	323	295	540	399	640	411	677	376
Zfp292_ENSMUSG00000039967	2062	2253	2014	1360	2068	1341	2380	1899	2881	2010	3224	1764
Gm12363_ENSMUSG00000082367	0	0	0	0	0	0	0	0	0	0	0	0
Cga_ENSMUSG00000028298	0	0	0	0	0	0	0	1	0	0	0	0
Platr9_ENSMUSG00000085824	0	0	0	0	0	0	0	0	0	0	2	0
Gm12361_ENSMUSG00000083956	0	0	0	0	0	0	0	0	0	0	0	0
Gm12362_ENSMUSG00000082709	2	0	0	1	1	0	4	3	0	0	2	0
Mob3b_ENSMUSG00000073910	333	356	328	176	388	214	238	293	413	232	281	178
Gm12364_ENSMUSG00000086792	0	0	0	0	0	0	0	0	0	0	0	0
Ifnk_ENSMUSG00000042993	0	0	0	0	0	0	0	0	0	0	0	0
C9orf72_ENSMUSG00000028300	939	918	833	1381	1372	1397	879	814	1200	1800	2955	1399
Gm12366_ENSMUSG00000082762	80	49	61	61	93	80	63	71	77	82	154	76
Gm12367_ENSMUSG00000084828	0	6	2	4	4	2	1	3	4	1	9	1
Gm12368_ENSMUSG00000083934	0	0	0	0	0	0	0	0	0	0	0	0
Gm12365_ENSMUSG00000083851	0	0	0	0	0	0	0	0	0	0	0	0
Lingo2_ENSMUSG00000045083	3	2	0	3	0	0	5	2	1	1	3	0
Gm12369_ENSMUSG00000082169	0	0	0	0	0	0	0	0	0	0	0	0
Gm12370_ENSMUSG00000084352	0	0	0	0	0	0	0	0	0	0	0	0
Mir876_ENSMUSG00000077851	0	0	0	0	0	0	0	0	0	0	0	0
Mir873b_ENSMUSG00000106425	0	0	0	0	0	0	0	0	0	0	0	0
Mir873a_ENSMUSG00000078057	0	0	0	0	0	0	0	0	0	0	0	0
Gm23314_ENSMUSG00000087843	0	0	0	0	0	0	0	0	0	0	0	0
Gm12371_ENSMUSG00000084898	0	0	0	0	0	1	0	0	0	0	0	0
Gm12372_ENSMUSG00000080969	47	53	36	44	58	51	57	57	79	57	97	52
Rpl23a-ps6_ENSMUSG00000082732	0	0	0	0	0	0	0	0	0	0	0	0
Gm12374_ENSMUSG00000086026	0	0	0	0	0	0	0	0	0	0	0	0
Gm22732_ENSMUSG00000088718	0	0	0	0	0	0	0	0	0	0	0	0
Gm12375_ENSMUSG00000083983	0	0	0	0	0	0	0	0	0	0	0	0
Gm12378_ENSMUSG00000080057	0	0	0	0	0	0	0	0	0	0	0	0
Gm12379_ENSMUSG00000082899	0	0	0	0	0	0	0	0	0	0	0	0
Gm12380_ENSMUSG00000084148	73	43	42	68	85	63	46	40	62	86	150	68
Gm12381_ENSMUSG00000085632	0	0	0	0	0	0	0	0	0	0	0	0
Gm12382_ENSMUSG00000081427	0	0	0	0	0	0	0	0	0	0	0	0
Gm25581_ENSMUSG00000065344	0	0	0	0	0	0	0	0	0	0	0	0
Gm12383_ENSMUSG00000082238	0	0	0	0	0	0	0	0	0	0	0	0
Gm23607_ENSMUSG00000077738	0	0	0	0	0	0	0	0	0	0	0	0
Gm17094_ENSMUSG00000090839	0	0	0	0	0	0	0	0	0	0	0	0
1700009N14Rik_ENSMUSG00000028287	0	0	0	0	2	0	0	0	3	0	0	2
Gm12385_ENSMUSG00000082302	0	0	0	0	0	0	0	0	0	0	0	0
Gm12384_ENSMUSG00000083271	0	0	0	0	0	0	0	0	0	0	0	0
Gm12386_ENSMUSG00000082022	0	0	0	0	0	0	0	0	0	0	0	0
Gm22850_ENSMUSG00000088339	0	0	0	0	0	0	0	0	0	0	0	0
Gm12387_ENSMUSG00000084220	0	6	6	1	2	2	0	0	5	2	0	1
Gm26087_ENSMUSG00000088526	0	0	0	0	0	0	0	0	0	0	0	0
Gm12388_ENSMUSG00000083202	0	0	0	0	0	0	0	0	0	0	0	0
Gm12389_ENSMUSG00000081352	10	12	10	7	8	8	11	7	19	12	16	7
Aco1_ENSMUSG00000028405	2461	2663	2611	1251	2177	1372	2600	2220	3315	1860	2503	1655
Ddx58_ENSMUSG00000040296	1521	1768	1499	3911	4165	3787	1673	1452	2020	6393	9874	4995
Topors_ENSMUSG00000036822	1982	1899	2087	1028	1536	1018	1947	1577	2490	1766	2647	1421
Smim27_ENSMUSG00000028407	155	182	154	78	66	77	187	192	257	92	205	82
Ndufb6_ENSMUSG00000071014	1026	1094	1200	1076	1245	1066	1115	1028	1541	1485	2210	950
4930509K18Rik_ENSMUSG00000087137	0	0	1	0	0	0	0	0	0	0	0	0
Gm23338_ENSMUSG00000089585	0	1	1	2	0	0	2	3	3	0	2	1
Tmem215_ENSMUSG00000046593	5937	6395	5736	1264	713	1140	6388	4857	7526	1442	2603	1381
4933428C19Rik_ENSMUSG00000086355	9	13	10	0	0	0	6	6	6	2	0	0
Gm12391_ENSMUSG00000081720	0	0	0	0	0	0	0	0	0	0	0	0
Aptx_ENSMUSG00000028411	983	1104	1117	666	738	648	1067	959	1330	987	1671	733
Gm12390_ENSMUSG00000082008	0	0	0	1	0	0	0	0	0	1	2	1
Gm6297_ENSMUSG00000097123	159	211	170	14	14	12	191	194	234	28	98	39
Dnaja1_ENSMUSG00000028410	5825	6170	6092	3660	5128	3870	6130	5312	7873	6204	8730	4149
Mir207_ENSMUSG00000065452	0	0	0	0	0	0	0	0	0	0	1	1
Smu1_ENSMUSG00000028409	3023	3081	3267	1796	2473	1937	3114	2710	4041	2573	3957	2050
Gm12396_ENSMUSG00000056412	87	63	51	81	73	60	50	60	77	63	95	87
B4galt1_ENSMUSG00000028413	3189	2739	2503	1739	4023	2038	2265	2386	3375	2799	3175	2110
Mir5123_ENSMUSG00000096377	0	0	0	0	1	0	0	0	0	0	0	0
Gm24112_ENSMUSG00000094959	0	0	0	0	2	0	0	0	0	0	0	0
Gm25931_ENSMUSG00000095871	0	0	0	0	0	0	0	0	0	2	0	0
Gm12397_ENSMUSG00000081309	20	17	26	5	3	3	31	20	25	6	10	2
Spink4_ENSMUSG00000028415	4	2	0	2	17	0	1	0	5	0	4	1
Bag1_ENSMUSG00000028416	4254	3857	4064	5221	6262	4847	4072	3796	5411	7673	12045	6108
Chmp5_ENSMUSG00000028419	3927	3967	4160	4440	4506	4237	4311	3591	4966	6274	9834	4556
Nfx1_ENSMUSG00000028423	4064	4320	4034	3530	3726	3400	4106	3621	5022	4842	9527	4445
Mir3094_ENSMUSG00000092862	0	0	0	0	0	0	0	0	0	0	0	0
Aqp7_ENSMUSG00000028427	63	71	93	4	2	3	106	72	135	8	12	9
Gm25637_ENSMUSG00000088154	1	1	0	0	0	0	2	2	4	0	0	0
Aqp3_ENSMUSG00000028435	5	7	5	9	2	6	1	3	8	9	20	16
Nol6_ENSMUSG00000028430	3524	3667	3459	2128	2510	2048	3558	3188	4499	2804	4993	2711
Gm12402_ENSMUSG00000081437	0	0	0	0	0	0	0	0	0	0	0	0
Ube2r2_ENSMUSG00000036241	4780	4656	4905	4790	5628	4785	4977	4723	6609	6322	9977	4980
Gm12403_ENSMUSG00000082186	2	2	0	4	11	4	2	7	11	6	10	8
Gm24650_ENSMUSG00000087730	0	0	0	0	0	0	0	0	0	0	0	0
Ubap2_ENSMUSG00000028433	4982	4668	4354	2464	3768	2750	4711	4080	6153	3507	5507	3019
Gm22888_ENSMUSG00000089265	2	2	2	0	0	1	1	0	2	2	5	1
Gm24837_ENSMUSG00000089308	0	2	2	0	3	0	2	0	1	2	2	0
Gm23090_ENSMUSG00000093562	0	1	0	0	0	0	2	0	0	0	0	0
Gm12401_ENSMUSG00000081866	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf12_ENSMUSG00000028436	1823	1902	1822	1966	2749	2002	1888	1757	2577	2804	3649	2018
n-R5s183_ENSMUSG00000065873	0	0	0	0	0	0	0	0	0	0	0	0
Gm26049_ENSMUSG00000087938	1	2	1	4	2	0	0	2	1	2	3	1
Gm26084_ENSMUSG00000088528	0	0	0	0	0	0	0	0	0	0	0	0
Ubap1_ENSMUSG00000028437	2015	2005	2079	2748	3169	2627	2250	1856	2718	3962	5805	2946
Kif24_ENSMUSG00000028438	96	102	77	25	96	40	99	114	127	65	66	50
Nudt2_ENSMUSG00000028443	313	325	282	164	343	225	275	274	443	318	340	247
AI464131_ENSMUSG00000046312	141	111	118	74	254	109	221	172	308	186	100	115
1110017D15Rik_ENSMUSG00000028441	41	60	37	19	40	42	45	59	68	50	85	39
Fam219aos_ENSMUSG00000036162	22	20	11	7	5	8	9	19	15	8	5	6
Fam219a_ENSMUSG00000028439	5059	5117	4417	2915	2363	2702	3992	3953	5195	3614	8316	3956
Gm12404_ENSMUSG00000087623	11	15	13	14	9	10	15	9	14	15	31	17
Dnaic1_ENSMUSG00000061322	304	356	351	66	53	69	265	310	391	110	216	76
Enho_ENSMUSG00000028445	2440	2420	2391	719	590	607	3310	2738	3652	1287	1717	727
Gm12406_ENSMUSG00000084761	11	11	7	0	0	0	15	14	20	1	0	0
Gm12405_ENSMUSG00000087054	12	12	16	0	0	1	12	16	16	1	1	0
Cntfr_ENSMUSG00000028444	1722	2627	2245	739	464	737	3165	2551	3761	1163	1634	1192
Il11ra1_ENSMUSG00000073889	655	651	611	368	354	231	384	338	566	312	890	503
Rpp25l_ENSMUSG00000036114	357	403	374	295	312	264	416	410	525	389	489	281
Dctn3_ENSMUSG00000028447	1882	1960	1989	1854	2164	1849	1990	1762	2499	2568	3843	1834
Arid3c_ENSMUSG00000066224	0	2	0	0	3	2	3	2	1	1	0	0
Sigmar1_ENSMUSG00000036078	1630	1566	1349	717	1520	871	1517	1460	2214	1280	1322	834
Galt_ENSMUSG00000036073	754	779	736	359	493	485	598	668	844	403	843	391
Ccl27a_ENSMUSG00000073888	296	233	224	129	113	91	184	196	202	157	215	112
Gm12407_ENSMUSG00000095298	0	0	1	2	4	1	0	0	0	1	4	0
Gm10601_ENSMUSG00000082962	1	0	1	8	4	1	0	1	1	8	10	5
Gm13307_ENSMUSG00000085730	5	1	4	1	0	0	3	3	2	0	7	1
Gm13302_ENSMUSG00000084010	0	0	0	0	0	0	0	0	0	0	0	0
Gm21541_ENSMUSG00000094065	0	0	0	0	0	0	0	0	0	0	0	0
Ccl19-ps1_ENSMUSG00000082902	0	0	0	3	2	0	0	3	0	1	0	0
Gm20878_ENSMUSG00000078747	0	1	2	0	2	0	4	0	1	0	0	0
Fam205a4_ENSMUSG00000078746	0	0	0	0	0	0	0	0	0	0	0	0
Gm13303_ENSMUSG00000082414	0	0	0	0	0	0	0	0	0	0	0	0
Gm21093_ENSMUSG00000096256	0	0	1	0	0	0	0	0	0	0	0	0
